name,url,state,revenue,growth_%,industry,workers,founded,yrs_on_list,city
Caliber The Wealth Development Company,caliberco.com,Arizona,8700000.0,150,Real Estate,73,2008,6,Scottsdale
Chair 10 Marketing,http://chair10marketing.com,Washington,200000.0,150,Advertising & Marketing,21,2006,2,Seattle
Trinity Multifamily,trinitymultifamily.com,Arkansas,600000.0,150,Real Estate,419,2004,2,Fort Smith
Edgewater Federal Solutions,edgewaterit.com,Maryland,1900000.0,150,IT Management,157,2002,1,Ijamsville
Lamb Insurance Services,lambis.com,New York,1800000.0,150,Insurance,96,2008,2,New York
YourMechanic,yourmechanic.com,California,2000000.0,150,Business Products & Services,70,2012,1,Mountain View
"Criteria (Los Angeles, CA)",criteriacorp.com,California,900000.0,150,Software,70,2006,5,West Hollywood
Patra,patracorp.com,California,4200000.0,150,Insurance,2979,2005,3,El Dorado Hills
Project Repat,projectrepat.com,Massachusetts,900000.0,149,Consumer Products & Services,3,2012,3,Somerville
Capitol Home Health,capitolhh.com,Texas,2200000.0,149,Health,236,1998,4,Austin
Raare Solutions,raare.com,New Jersey,200000.0,149,Business Products & Services,19,2013,2,Woodcliff Lake
Supplies Now,suppliesnowgsa.com,Florida,1500000.0,149,Business Products & Services,4,2003,2,Greenacres
Nelson Construction and Renovations,nelsonconstructionrenos.com,Florida,500000.0,149,Construction,25,2006,1,Clearwater
MomentFeed,momentfeed.com,California,1800000.0,149,Software,130,2010,2,Santa Monica
Cutting Edge Services,cuttingedgelandscape.com,Idaho,1800000.0,149,Business Products & Services,188,2015,1,Boise
Chhabra Enterprises,laptopuniverse.com,Missouri,600000.0,149,Business Products & Services,8,1999,2,Saint Louis
Pless Security Incorporated,http://psisecurityservice.com,Georgia,200000.0,149,Security,250,1989,1,Marietta
Park Place Technologies,parkplacetechnologies.com,Ohio,21800000.0,149,IT Management,1200,1991,7,Mayfield Heights
Tin Roof Software,tinroofsoftware.com,Georgia,2800000.0,149,Software,215,2014,1,Atlanta
Netrush,netrush.com,Washington,14800000.0,149,Retail,187,2006,4,Vancouver
OnPrem Solution Partners,onprem.com,California,3800000.0,148,Business Products & Services,180,2013,3,Manhattan Beach
ManhattanTechSupport.com,manhattantechsupport.com,New York,400000.0,148,IT Management,24,2012,1,New York
Bayless Integrated Healthcare,baylesshealthcare.com,Arizona,1600000.0,148,Health,155,1982,2,Phoenix
HydroFloTech,hydroflotech.com,Illinois,400000.0,148,Manufacturing,4,1989,1,Elgin
A Plus Garage Doors,utahgaragedoors.net,Utah,900000.0,148,Consumer Products & Services,41,2004,1,Sandy
Collision Works,collision-works.com,Oklahoma,4000000.0,148,Consumer Products & Services,300,1996,2,Del City
Summit CPA Group,summitcpa.net,Indiana,400000.0,148,Financial Services,35,2002,3,Fort Wayne
ThreatConnect,threatconnect.com,Virginia,2300000.0,148,Security,124,2011,2,Arlington
Fully Accountable,fullyaccountable.com,Ohio,200000.0,148,Financial Services,30,2014,1,Fairlawn
TargetPath,targetpath.com,Oregon,600000.0,148,Business Products & Services,24,2009,1,Wilsonville
McCabe Construction Company,mccmemphis.com,Tennessee,1200000.0,148,Construction,16,1997,1,Memphis
Material Handling Systems,mhsglobal.com,Kentucky,73400000.0,148,Engineering,1500,1999,1,Mt Washington
Specialist ID,specialistid.com,Florida,700000.0,147,Business Products & Services,24,2001,5,Miami
EnableComp,enablecomp.com,Tennessee,2400000.0,147,Insurance,235,2000,6,Franklin
Incedo,incedoinc.com,California,6800000.0,147,IT Management,1500,2011,4,CA
One Stop Equine Shop,onestopequineshop.com,Illinois,2100000.0,147,Retail,29,2007,5,Glenview Nas
Key Credit Repair,keycreditrepair.com,Massachusetts,500000.0,147,Financial Services,65,2008,4,Boston
Your Wealth Effect,yourwealtheffect.net,California,200000.0,147,Financial Services,5,2009,1,Santa Ana
Affordable Luxury Group,affordableluxurygroup.com,New York,2000000.0,147,Consumer Products & Services,23,2014,2,New York
Brookstone Restoration,brookstonerestoration.com,Alabama,600000.0,147,Construction,32,2011,1,Bessemer
Avatria,avatria.com,Illinois,400000.0,147,Software,13,2014,1,Chicago
Bevara Building Services,bevarabuildingservices.com,Wisconsin,1400000.0,147,Business Products & Services,108,2014,1,Pewaukee
United Solutions,unitedsolutions.biz,Maryland,800000.0,147,IT System Development,25,2005,2,Rockville
Ecosystem Planning and Restoration,eprusa.net,Texas,600000.0,147,Environmental Services,26,2012,3,TOMBALL
Team Fitz Graphics,teamfitzgraphics.com,Ohio,300000.0,147,Manufacturing,22,2008,2,Cincinnati
TalentBridge,talentbridge.com,New York,8100000.0,147,Human Resources,1919,1985,2,Rochester
Romulus Marketing,romulusmarketing.com,Georgia,700000.0,147,Advertising & Marketing,32,2013,1,Dallas
Restore Rehab Services,restorerehab.org,Texas,500000.0,147,Health,34,2009,1,Houston
Murray Resources,murrayresources.com,Texas,1400000.0,147,Human Resources,35,1988,6,Houston
VOX DJs,voxdjs.com,California,500000.0,146,Consumer Products & Services,130,1984,3,Torrance
RGD,rgdengineers.com,Florida,700000.0,146,Engineering,50,1988,1,Jupiter
BOS Staffing,bosmedicalstaffing.com,Georgia,200000.0,146,Human Resources,100,2015,6,athens
Becker's Healthcare,beckershospitalreview.com,Illinois,3000000.0,146,Media,56,1996,1,Chicago
Elite Roofing,elite-roofs.com,Colorado,1600000.0,146,Construction,22,2008,2,Denver
BlackTree Heathcare Consulting,blacktreehealthcareconsulting.com,Pennsylvania,1700000.0,146,Health,158,2011,4,Conshohocken
The Neiders Company,neiders.com,Washington,4500000.0,146,Real Estate,164,1989,4,Seattle
SellYourMac.com,sellyourmac.com,Ohio,1100000.0,146,Consumer Products & Services,24,2009,2,Blue Ash
Tech Americas USA,tech-americas.com,Texas,600000.0,146,IT Management,100,2012,2,Katy
Fortis Construction,fortisconstruction.com,Oregon,100000000.0,146,Construction,330,2003,11,Portland
NPD Logistics,npdlogistics.com,New Jersey,500000.0,146,Logistics & Transportation,75,2011,2,Newark
Net2Source,net2source.com,New Jersey,5300000.0,145,Human Resources,647,2007,6,NJ
ProTitleUSA,http://protitleusa.com,Pennsylvania,1000000.0,145,Real Estate,48,2007,5,Southampton
Grover Gaming,grovergaming.com,North Carolina,2200000.0,145,Software,140,2013,1,Greenville
Adwerx,adwerx.com,North Carolina,2600000.0,145,Advertising & Marketing,98,2013,3,Durham
UserTesting,usertesting.com,California,5600000.0,145,Software,271,2007,1,San Francisco
HumanN,humann.com,Texas,4300000.0,145,Health,34,2010,5,Austin
O.P.E.N. America,openworksweb.com,Arizona,6800000.0,145,Business Products & Services,179,1983,1,Phoenix
Joorney Business Plans,joorney.com,Florida,200000.0,145,Business Products & Services,45,2013,2,MIAMI BEACH
Pyure Brands,pyureorganic.com,Florida,2200000.0,145,Food & Beverage,12,2008,4,Naples
TruQua Enterprises,truqua.com,Illinois,1400000.0,145,Business Products & Services,51,2010,2,Chicago
Food52,food52.com,New York,2800000.0,145,Retail,94,2009,4,New York
Tallahassee Rock Real Estate,manausa.com,Florida,300000.0,145,Real Estate,24,2014,1,Tallahassee
T. Parker Host,tparkerhost.com,Virginia,9600000.0,145,Logistics & Transportation,512,1923,4,Norfolk
BBQ Guy's Manufacturing,blazegrills.com,Louisiana,3500000.0,145,Manufacturing,27,2012,1,Baton Rouge
Happy Trailer Sales,happytrailersales.com,Texas,2300000.0,145,Retail,23,2013,2,Palmer
JMC Equipment,jmcautomotiveequipment.com,New York,400000.0,144,Business Products & Services,8,2012,2,Bohemia
T3 Expo,t3expo.com,Massachusetts,6200000.0,144,Business Products & Services,139,2009,5,Lakeville
Downeast Cider House,downeastcider.com,Massachusetts,1400000.0,144,Food & Beverage,73,2011,4,East Boston
Syntelligent Analytic Solutions,syntelligent.com,Virginia,400000.0,144,Government Services,75,2010,3,Falls Church
Deep Blue Communications,deepbluecommunications.com,New York,3300000.0,144,IT Management,125,2004,8,Latham
Test Double,testdouble.com,Ohio,1000000.0,144,Software,40,2011,4,Westerville
GeBBS Healthcare Solutions,gebbs.com,California,7400000.0,144,Health,6851,2005,11,Culver City
Semcasting,semcasting.com,Massachusetts,2300000.0,144,Advertising & Marketing,48,2009,1,North Andover
Takeout Central,takeoutcentral.com,North Carolina,1100000.0,144,Food & Beverage,31,1997,2,Chapel Hill
Mind Your Business,mybinc.com,North Carolina,800000.0,144,Human Resources,31,1996,2,Hendersonville
Bolt on Technology,http://boltontechnology.com,Pennsylvania,800000.0,144,Software,42,2009,4,Downingtown
Synapse Studios,synapsestudios.com,Arizona,400000.0,144,Software,38,2003,1,Tempe
"College Hunks Hauling Junk and Moving (Tampa, FL)",chhj.com,Florida,1300000.0,143,Consumer Products & Services,237,2005,2,Tampa
Mansfield Crane Service,mansfieldcrane.com,Pennsylvania,1000000.0,143,Construction,35,1998,2,Mansfield
EmazingLights / iHeartRaves / Into the AM,http://iheartraves.com,California,2800000.0,143,Consumer Products & Services,70,2010,6,Anaheim
Trintech,trintech.com,Texas,10600000.0,143,Software,400,1985,1,Addison
SomerTile,somertile.com,New Jersey,3000000.0,143,Consumer Products & Services,98,1988,3,Manalapan
B&B Heating and Air,http://bandbheatingandair.com,Alabama,400000.0,143,Construction,35,2007,3,Birmingham
BCV Social,bcvsocial.com,Illinois,1100000.0,143,Advertising & Marketing,148,2010,4,Chicago
Tricap Residential Group,tricapres.com,Illinois,1600000.0,143,Real Estate,50,2007,1,Chicago
NetX Information Systems,netxinc.com,New Jersey,1800000.0,143,IT Management,20,1997,1,Lambertville
Experion Technologies,experionglobal.com,Texas,400000.0,143,Software,9,2010,2,Addison
True Inspection Services,trueinspectionservices.com,Ohio,700000.0,143,Engineering,28,2007,3,Urbana
GotUwired,gotuwired.com,California,200000.0,143,Security,17,2007,2,San Marcos
Master Medical Equipment,mmemed.com,Tennessee,1100000.0,143,Health,22,2011,1,Jackson
Greenway Insurance,greenway-ins.com,Texas,500000.0,143,Insurance,22,2007,4,Houston
Prolific Interactive,prolificinteractive.com,New York,2300000.0,143,Software,105,2009,4,Brooklyn
Berry Law Firm,jsberrylaw.com,Nebraska,800000.0,143,Consumer Products & Services,60,1965,3,Lincoln
Dealer World,mydealerworld.com,Pennsylvania,300000.0,142,Advertising & Marketing,23,2009,1,Lehighton
Marketing Doctor,mymarketingdoctor.com,Massachusetts,400000.0,142,Advertising & Marketing,14,2003,1,Northampton
Petrelli Previtera Schimmel,petrellilaw.com,Pennsylvania,300000.0,142,Consumer Products & Services,13,2004,1,Philadelphia
Modus Create,moduscreate.com,Virginia,1600000.0,142,Software,170,2011,5,Reston
Miracle Mile Advisors,miraclemileadvisors.com,California,900000.0,142,Financial Services,23,2007,1,Los Angeles
Elev8 Hire Solutions,elev8staffing.com,Georgia,300000.0,142,Human Resources,16,2013,1,Atlanta
NCWC,ncwcinc.com,New Jersey,19600000.0,142,Advertising & Marketing,54,1993,6,Ocean
Neal&Neal Team,mysanantoniohomesearch.com,Texas,200000.0,142,Real Estate,5,2010,1,San Antonio
A1C Partners,a1cpartners.com,Maryland,900000.0,142,Government Services,25,2004,1,Davidsonville
Homeland Manufacturing Services,homelandmfgsvc.com,Pennsylvania,300000.0,142,Manufacturing,25,2011,3,State College
inTech Trailers,intechtrailers.com,Indiana,3500000.0,142,Manufacturing,138,2010,1,Nappanee
ALKU,alku.com,Massachusetts,20600000.0,142,Business Products & Services,229,2008,8,Andover
Fit My Feet Orthotic Lab and Shoes,http://fitmyfeet.com,South Dakota,200000.0,141,Retail,22,2013,1,Sioux Falls
Instasize,instasize.com,Utah,1400000.0,141,Software,42,2012,1,Sandy
Kahn Media,kahnmedia.com,California,300000.0,141,Advertising & Marketing,24,2008,2,Moorpark
DoHardMoney.com,dohardmoney.com,Utah,600000.0,141,Real Estate,35,2010,2,West Jordan
Appreciation Financial,appreciationfinancial.com,Nevada,2800000.0,141,Financial Services,22,2009,2,Henderson
Monogram Windows and Doors,monogramwindows.com,Florida,2900000.0,141,Construction,40,2010,1,Deerfield Beach
New Vision,nvgo.com,Minnesota,300000.0,141,Software,24,2004,1,Bloomington
Biomedical Research Laboratories,brlscience.com,California,600000.0,141,Consumer Products & Services,14,2009,5,La Jolla
Cambria Solutions,cambriasolutions.com,California,3600000.0,141,Government Services,103,2003,8,Sacramento
Kodiak Building Partners,kodiakbp.com,Colorado,100000000.0,141,Construction,2397,2011,2,Highlands Ranch
STS International,stsint.com,West Virginia,8400000.0,141,Government Services,153,1992,6,Berkeley Springs
Globo,http://helloglobo.com,Pennsylvania,1700000.0,141,Business Products & Services,40,2009,5,Wyncote
South Bay Hot Yoga,sohoyoga.com,California,200000.0,141,Consumer Products & Services,85,2014,1,Hermosa Beach
Unity FI Solutions,unityfisolutions.com,North Carolina,900000.0,140,Software,18,1999,2,Charlotte
Skaled Consulting,skaled.com,Texas,300000.0,140,Business Products & Services,38,2013,1,Austin
The Network Pro,thenetworkpro.net,California,600000.0,140,IT Management,33,2003,3,Fullerton
Aspen Exteriors,aspenexteriors.com,Minnesota,1800000.0,140,Construction,21,2002,6,Ramsey
Maxey Trailers Mfg.,maxxdtrailers.com,Texas,4000000.0,140,Manufacturing,150,1999,1,Brookston
Clark Bros.,clarkbrosinc.com,California,4300000.0,140,Construction,85,1962,4,Fresno
Metro Stars Gymnastics,metrostarsgym.com,Nebraska,300000.0,140,Education,97,2006,3,Omaha
Aerospace Quality Research and Development,aerospaceqrd.com,Texas,1000000.0,140,Engineering,37,2009,3,Addison
Blink Fitness,blinkfitness.com,New York,13200000.0,140,Consumer Products & Services,1832,2011,3,New York
Digital Pi,digitalpi.com,Texas,800000.0,140,Advertising & Marketing,41,2013,2,Dallas
Mobile Outfitters,moutfitters.com,Pennsylvania,1200000.0,139,Consumer Products & Services,27,2007,5,Philadephia
Threat Tec,threattec.com,Virginia,1200000.0,139,Government Services,45,2012,1,Hampton
North American Payment Solutions,apspayments.com,Arizona,1100000.0,139,Financial Services,48,2006,3,Mesa
CS Recruiting,cs-recruiting.com,Illinois,600000.0,139,Human Resources,27,2011,5,Highland Park
Feury Image Group,feuryimagegroup.com,New Jersey,1600000.0,139,Advertising & Marketing,50,1995,1,Newark
LIDO ADVISORS,lidoadvisors.com,California,1400000.0,139,Financial Services,54,1999,2,Los Angeles
RNN Group,rnngroup.com,Georgia,900000.0,139,Financial Services,57,2012,3,Atlanta
TFS,thefoundationspecialists.com,Tennessee,1500000.0,139,Construction,109,1999,5,College Grove
Choice Merchant Solutions,choicemerchantsolutions.com,Connecticut,800000.0,139,Financial Services,18,2008,2,Hartford
All Pro Security,apsguards.com,Utah,400000.0,139,Security,122,2006,1,Pleasant Grove
Streamline,streamlinephilly.com,Pennsylvania,4500000.0,138,Real Estate,62,2008,5,Philadelphia
Salas O'Brien,salasobrien.com,California,10000000.0,138,Engineering,525,1975,7,Santa Ana
BNG Team,bngteam.com,North Dakota,900000.0,138,Business Products & Services,70,2007,1,Fargo
"Vinyl Me, Please",vinylmeplease.com,Colorado,1200000.0,138,Consumer Products & Services,23,2012,2,Denver
Klein Hall CPAs,kleinhallcpa.com,Illinois,500000.0,138,Financial Services,32,2002,3,Aurora
Touchstone Merchandise Group,tmgideas.com,Ohio,4400000.0,138,Consumer Products & Services,87,1996,1,Mason
DEG,degdigital.com,Kansas,6400000.0,138,Advertising & Marketing,320,1999,9,Overland Park
Phobio,phobio.com,Georgia,9000000.0,138,Software,58,2010,2,Atlanta
KitchenSearch.com,kitchensearch.com,Pennsylvania,400000.0,138,Construction,14,2014,2,Bensalem
Transportation Impact,transportationimpact.com,North Carolina,2400000.0,138,Logistics & Transportation,58,2008,7,Emerald Isle
Great Waters Financial,greatwatersfinancial.com,Minnesota,900000.0,138,Financial Services,36,2012,3,Minneapolis
Turbonomic,turbonomic.com,Massachusetts,9700000.0,137,Software,511,2009,1,Boston
FCM,thinkfcm.com,Ohio,6400000.0,137,Business Products & Services,40,2014,1,Cincinnati
Momentum Solutionz,momentumsolutionz.com,Virginia,500000.0,137,IT System Development,18,2012,4,Roanoke
Perceptyx,perceptyx.com,California,2500000.0,137,Human Resources,130,2003,4,Riverside
Info Way Solutions,infowaygroup.com,California,800000.0,137,Human Resources,120,2012,1,Fremont
InterImage,iimage.com,Virginia,2500000.0,137,Government Services,112,1996,1,Arlington
VitalWare,vitalware.com,Washington,1400000.0,137,Health,105,2011,5,Yakima
Tundraland Home Improvements,tundraland.com,Wisconsin,4200000.0,137,Construction,200,2009,3,Kaukauna
RMG Media,rmgmedia.com,New York,500000.0,137,Advertising & Marketing,45,2013,1,New York
Maui Leones,coconutcondos.com,Hawaii,400000.0,137,Travel & Hospitality,9,2011,1,Lahaina
PayDay Payroll Resources,paydaypr.com,New Jersey,300000.0,136,Business Products & Services,17,2010,1,Bellmawr
Broadline Components,broadlinecomponents.com,Florida,300000.0,136,Business Products & Services,10,2008,1,St. Petersburg
Appogee,appogee.com,North Carolina,1900000.0,136,Computer Hardware,13,2008,1,Greenville
Prominent Construction,prominentconstructionllc.com,Minnesota,600000.0,136,Construction,10,2011,1,Minneapolis
SEI-New York,sei.com/new-york-office,New York,700000.0,136,Business Products & Services,21,2013,2,New York
Cipher Tech Solutions,ciphertechsolutions.com,New York,800000.0,136,Government Services,43,2006,8,Upper Nyack
Delta Solutions & Strategies,deltasands.com,Colorado,1200000.0,136,Government Services,88,2000,6,Colorado Springs
Applied Technology Services,appliedtechnologyservices.com,Maryland,2700000.0,136,Government Services,16,2001,2,Middle River
ZochNet,zochnet.com,Texas,300000.0,136,Telecommunications,24,2003,1,Giddings
iTouchless.com,itouchless.com,California,1500000.0,136,Consumer Products & Services,25,2004,1,San Mateo
Rain City Capital,raincitycapital.com,Washington,1400000.0,136,Financial Services,33,2009,3,KIRKLAND
Greenland America,greenlandamerica.com,Georgia,18800000.0,136,Business Products & Services,36,1996,7,Roswell
Derm Holdings,mydermgroup.com,Florida,10800000.0,135,Health,940,2004,1,Boca Raton
Computer Overhauls,computeroverhauls.com,New York,500000.0,135,Consumer Products & Services,10,2005,3,New York
Staylisted,staylisted.com,Arizona,400000.0,135,Advertising & Marketing,52,2013,2,Phoenix
Validation Associates,validationassociates.com,Virginia,1200000.0,135,IT Management,130,2012,2,Herndon
North Pacific Industries,npi-seattle.com,Washington,400000.0,135,Business Products & Services,11,2009,2,Kent
Whois API,whoisxmlapi.com,California,300000.0,135,Business Products & Services,1,2011,3,Walnut
Strike,http://strikeusa.com,Texas,200000000.0,135,Energy,6941,2003,10,Spring
Corsis,corsis.com,New Jersey,500000.0,135,Software,22,1993,3,Livingston
Techfino,techfino.com,Pennsylvania,200000.0,135,Business Products & Services,13,2014,1,Philadelphia
ProConstruction,completedki.com,Florida,1200000.0,135,Construction,50,2011,1,"Pensacola, FL"
Maximum Games,maximumgames.com,California,5900000.0,135,Consumer Products & Services,51,2009,5,Walnut Creek
HSTpathways,hstpathways.com,California,1400000.0,135,Software,73,2005,1,Lafayette
Bar-All,trimhealthymama.com,Tennessee,2000000.0,135,Health,48,2014,1,Bon Aqua
Bounteous,bounteous.com,Illinois,4600000.0,135,IT System Development,342,2003,6,Chicago
Culture Studio,culturestudio.net,Illinois,1200000.0,135,Consumer Products & Services,150,2008,6,Chicago
DiamondBack Truck Covers,diamondbackcovers.com,Pennsylvania,1400000.0,135,Manufacturing,67,2003,7,Philipsburg
Eight Bit Studios,eightbitstudios.com,Illinois,500000.0,134,Software,40,2008,4,Chicago
ClickDimensions,clickdimensions.com,Georgia,3700000.0,134,Software,174,2010,5,Atlanta
Altura Engineering & Design,alturaengineering.com,Texas,500000.0,134,Engineering,35,2013,3,Amarillo
Freedom Capital,1800gotjunk.com,Pennsylvania,200000.0,134,Consumer Products & Services,18,2008,1,Lancaster
Alarm Grid,alarmgrid.com,Florida,400000.0,134,Security,15,2012,3,Lighthouse Point
Precision Precast Erectors,ppe-llc.com,Idaho,1000000.0,134,Construction,20,2008,4,POST FALLS
APS Marketing Group,apscentral.com,New York,300000.0,134,Advertising & Marketing,14,2005,2,Brooklyn
Boxwell Southwest,boxwellhomes.com,Arizona,300000.0,134,Construction,3,2008,1,Phoenix
TLC Associates,tlcassociates.com,Iowa,4700000.0,134,Business Products & Services,1982,2007,3,Cedar Rapids
E-Volve Systems,e-volvesystems.com,Ohio,500000.0,134,Engineering,23,2010,4,Cincinnati
Cogent Analytics,cogentanalytics.com,North Carolina,1200000.0,134,Business Products & Services,110,2014,3,Greensboro
MKS2 Technologies,mks2.com,Texas,600000.0,134,Government Services,86,2008,3,Austin
Hoss Industrial,hossindustrial.com,Louisiana,300000.0,134,Business Products & Services,21,2014,1,Sulphur
Healthcare IT Leaders,healthcareitleaders.com,Georgia,7800000.0,134,Health,170,2011,5,Alpharetta
Rekruiters,rekruiters.com,Texas,900000.0,134,Human Resources,21,2012,3,Houston
Stoneridge Software,stoneridgesoftware.com,Minnesota,2700000.0,134,Software,130,2012,1,Barnesville
Centex Technologies,centextech.com,Texas,300000.0,134,IT System Development,54,2006,1,Killeen
Platinum Realty,movewithplatinum.com,Kansas,3400000.0,133,Real Estate,17,2005,8,Overland Park
Phoenix Marketing International,phoenixmi.com,New York,8500000.0,133,Advertising & Marketing,371,1999,5,Rhinebeck
Best Deal Car Service,bestdealcarservice.com,New York,300000.0,133,Logistics & Transportation,9,1987,2,Bronx
Survwest,survwest.com,Colorado,600000.0,133,Engineering,42,2009,2,Denver
Swarm,http://swarminc.com,Florida,1600000.0,133,Advertising & Marketing,62,2014,2,Miami
Nebo,neboagency.com,Georgia,2000000.0,133,Advertising & Marketing,100,2004,9,Atlanta
i3,i3-corps.com,Alabama,7000000.0,133,Government Services,451,2007,2,Huntsville
Marshall Scientific,marshallscientific.com,New Hampshire,300000.0,133,Health,10,2012,2,Hampton
JSL Technologies,jsltechinc.com,California,3000000.0,133,Government Services,290,2008,4,Oxnard
LUX Catering & Events,http://luxcateringandevents.com,Utah,600000.0,133,Food & Beverage,175,1995,1,Salt Lake City
Above All Transportation/ Boston Car Service,bostoncar.com,Massachusetts,1200000.0,133,Logistics & Transportation,92,1988,1,Canton
Durante Rentals,duranterentals.com,New York,3700000.0,133,Construction,107,2009,7,Mt. Vernon
Morgan Li,http://morganli.com,Illinois,4800000.0,133,Manufacturing,200,2009,1,Chicago Heights
The Junkluggers,junkluggers.com,Connecticut,1300000.0,132,Environmental Services,62,2016,6,Stamford
Framework Solutions,framesol.com,Connecticut,400000.0,132,Business Products & Services,39,2000,3,Danbury
Chief Outsiders,chiefoutsiders.com,Texas,1300000.0,132,Advertising & Marketing,68,2009,6,Cypress
Arcadia.io,arcadia.io,Massachusetts,3500000.0,132,Health,200,2002,1,Burlington
Rockwell Partners,rockwellproperty.com,Illinois,3000000.0,132,Real Estate,50,2009,2,Chicago
Cleanlife LED,http://cleanlifeled.com,Ohio,700000.0,132,Manufacturing,15,2011,3,Cleveland
Gorgo Group,gorgogroup.com,New Jersey,2400000.0,132,Business Products & Services,200,1979,1,Vineland
Vigilant Global Trade Services,vigilantgts.com,Ohio,600000.0,132,Business Products & Services,65,2007,3,Shaker Heights
Xtelligent Healthcare Media,xtelligentmedia.com,Massachusetts,400000.0,132,Advertising & Marketing,25,2012,1,DANVERS
acquisitionsandrenewals.com,acquisitionsandrenewals.com,California,1400000.0,132,Telecommunications,2,2007,5,Henderson
Visual Connections,visualconnections.net,Maryland,2600000.0,132,Government Services,75,2007,4,Windsor Mill
WebIT Services,http://webitservices.com,Illinois,200000.0,132,IT Management,11,1996,1,Naperville
CaliChi Design Group,calichi.com,California,200000.0,132,Engineering,12,2009,1,Oakland
Rescue | The Behavior Change Agency,http://rescueagency.com,California,6800000.0,132,Advertising & Marketing,197,2005,11,San Diego
Budget Dumpster,budgetdumpster.com,Ohio,6800000.0,132,Environmental Services,160,2009,5,Westlake
Riverside Payments,riversidepayments.com,Washington,1000000.0,132,Business Products & Services,91,2014,2,VANCOUVER
Bellwether Asset Management,bellwetheram.com,California,1100000.0,131,Real Estate,37,2013,1,El Segundo
Mobilewalla,mobilewalla.com,Georgia,900000.0,131,Software,81,2013,1,Atlanta
Cantey Technology,canteytech.com,South Carolina,800000.0,131,IT Management,55,2007,7,North Charleston
HHAeXchange,hhaexchange.com,New York,2500000.0,131,Health,289,2008,5,Long Island City
The Saywitz Company,saywitz.com,California,1400000.0,131,Real Estate,48,1994,5,Newport Beach
Bayone Solutions,bayone.com,California,4000000.0,131,IT Management,225,2012,3,Pleasanton
SmarterHQ,http://smarterhq.com,Indiana,900000.0,131,Software,73,2010,4,Indianapolis
OpenWater Software,getopenwater.com,Virginia,400000.0,131,Software,26,2007,3,Arlington
G Adventures,gadventures.com,Massachusetts,9300000.0,131,Travel & Hospitality,650,1990,2,Boston
Plenus Group,pgifoods.com,Massachusetts,2800000.0,131,Manufacturing,87,2002,7,Lowell
Medical Weight Loss by Healthogenics,mdweightloss.com,Georgia,300000.0,131,Health,18,2007,2,Atlanta
InsureYourCompany.com,insureyourcompany.com,New Jersey,500000.0,131,Insurance,24,2001,1,Manalapan
Simon Transport,simontransport.com,Utah,800000.0,131,Logistics & Transportation,39,2004,2,Salt Lake City
Beverly Hills Rejuvenation Center,bhrcenter.com,California,1600000.0,131,Health,78,2005,1,Los Angeles
SmartSites,http://smartsites.com,New Jersey,500000.0,131,Advertising & Marketing,81,2011,3,Paramus
Transportation and Logistical Services,tlsincorp.com,Alabama,1300000.0,131,Logistics & Transportation,14,2003,1,Birmingham
Logistics Plus,logisticsplus.net,Pennsylvania,19600000.0,131,Logistics & Transportation,255,1996,5,Erie
Search Solution Group,searchsolutiongroup.com,North Carolina,900000.0,131,Human Resources,69,2002,5,Charlotte
Meriwether & Tharp,mtlawoffice.com,Georgia,1000000.0,130,Consumer Products & Services,91,1998,3,Johns Creek
CI&T,ciandt.com,New York,6000000.0,130,Business Products & Services,1125,1995,3,New York
Elements Massage,elementsmassage.com,Colorado,2200000.0,130,Health,69,2006,2,Englewood
Renatus,myrenatus.com,Utah,2600000.0,130,Education,17,2011,3,Centerville
Parkmobile,parkmobile.io,Georgia,2700000.0,130,Software,126,2008,2,Atlanta
iKeyless,carkeysexpress.com,Kentucky,6700000.0,130,Manufacturing,425,2002,4,Louisville
VLK Architects,vlkarchitects.com,Texas,4600000.0,130,Construction,154,1984,2,Ft Worth
Katom Restaurant Supply,katom.com,Tennessee,15200000.0,130,Business Products & Services,160,1982,11,Kodak
Royal Vending,royalvendingnw.com,Oregon,300000.0,130,Food & Beverage,17,2006,2,Tigard
WLE,wle.land,Texas,2000000.0,130,Construction,240,2003,1,Austin
Quality Engineering & Surveying,qesla.com,Louisiana,600000.0,130,Engineering,51,2009,4,Port Vincent
Keeping Current Matters,keepingcurrentmatters.com,Virginia,400000.0,130,Business Products & Services,19,2007,2,Richmond
HomeCare Connect,homecareconnect.com,Florida,3300000.0,130,Insurance,58,2011,2,Winter Park
Mission Driven Research,missiondrivenresearch.com,Alabama,300000.0,130,Government Services,23,2012,3,Huntsville
Brown Parker & DeMarinis Advertising,bpdadvertising.com,Florida,3500000.0,130,Advertising & Marketing,46,2002,1,Boca Raton
Lendr,lendr.online,Illinois,1600000.0,130,Financial Services,38,2011,2,Chicago
"Flow Right Plumbing, Heating & Cooling",flowrightphi.com,Colorado,800000.0,130,Construction,62,2008,2,Pueblo
Erben Associates,erbenassociates.com,Texas,400000.0,130,Financial Services,8,1992,2,Austin
AmeriPharma,ameripharma.us,California,3200000.0,130,Health,66,2006,1,Orange
First National Title Insurance Company,fnti.com,Texas,11500000.0,130,Insurance,28,2012,3,Plano
Ripple,rippleit.com,Georgia,400000.0,130,IT Management,25,1997,1,Atlanta
TWG Security,twgsecurity.com,Pennsylvania,400000.0,130,Security,19,2007,3,EMMAUS
D&B Precision Cutting and Manufacturing,sanisafeusa.com,Texas,400000.0,129,Manufacturing,24,2014,2,San Antonio
