name,url,state,revenue,growth_%,industry,workers,founded,yrs_on_list,city
Home Pride Construction,homeprideinc.com,California,200000.0,289,Construction,21,2001,1,Pacifica
SIGMA SOFTWARE,sigmasoftusa.com,Texas,500000.0,289,IT System Development,45,2011,1,Dallas
No Limit Agency,1851franchise.com,Illinois,200000.0,289,Software,9,2013,6,Chicago
P2Binvestor,p2bi.com,Colorado,1000000.0,289,Financial Services,31,2012,1,Denver
Infinite Pool Finishes,infinitepoolfinishes.com,Florida,1000000.0,288,Construction,96,2014,1,Fort Myers
COFC Logistics,cofclogistics.com,Ohio,7200000.0,288,Logistics & Transportation,9,2012,1,Holland
Blackstone Medical Services,blackstonemedicalservices.com,Florida,700000.0,288,Health,82,2010,3,Tampa
FormulaFolio Investments,formulafolios.com,Michigan,4400000.0,288,Financial Services,98,2011,5,Grand Rapids
Advance Your Reach,advanceyourreach.com,Colorado,500000.0,288,Business Products & Services,10,2006,1,Colorado Springs
Fundrise,fundrise.com,District of Columbia,2100000.0,288,Financial Services,76,2010,2,Washington
3-GIS,3-gis.com,Alabama,2100000.0,287,Engineering,110,2006,5,Decatur
Digitalspec,http://digitalspec.net,Virginia,1600000.0,287,Government Services,105,2005,5,Fairfax
LeafFilter Gutter Protection,leaffilter.com,Ohio,34000000.0,287,Consumer Products & Services,1044,2005,8,Hudson
United Wall Systems,unitedwalls.com,Florida,2900000.0,287,Construction,72,2008,3,Winter Garden
Sleeping Giant Brewing Company,sleepinggiantbrewing.com,Colorado,500000.0,286,Food & Beverage,25,2014,1,Denver
Anemoi,http://anemoiservices.com,West Virginia,200000.0,286,Energy,27,2014,1,Morgantown
Center for Social Dynamics,csdautismservices.com,California,2200000.0,286,Health,575,2012,3,Alameda
Yamibuy,yamibuy.com,California,8200000.0,286,Retail,250,2013,3,Brea
OrderMyGear,ordermygear.com,Texas,1800000.0,286,Software,86,2008,4,Dallas
Criterion Systems,criterion-sys.com,Virginia,8900000.0,286,Government Services,376,2005,5,Vienna
Optimum RV,optimumrv.com,Florida,5600000.0,285,Retail,100,2006,4,Ocala
Thompson Healthcare & Sports Medicine,thsm.info,New Jersey,3600000.0,285,Health,155,2004,1,Forked River
PropLogix,proplogix.com,Florida,2000000.0,285,Real Estate,150,2010,3,Sarasota
E Network Supply,enetworksupply.com,Illinois,400000.0,285,Telecommunications,8,2014,1,skokie
Riva Solutions,rivasolutionsinc.com,Virginia,1300000.0,285,Government Services,400,2009,1,McLean
The Hilb Group,hilbgroup.com,Virginia,14200000.0,285,Insurance,717,2009,5,Richmond
Perceptive Recruiting,perceptiverecruiting.com,South Carolina,300000.0,284,Business Products & Services,5,2014,1,Travelers Rest
UI Global Brands,uiglobalbrands.com,Texas,300000.0,284,Consumer Products & Services,7,2009,1,Frisco
House Advantage,houseadv.com,Nevada,2700000.0,284,Software,74,2004,1,Las Vegas
Primal Life Organics,primallifeorganics.com,Ohio,500000.0,284,Consumer Products & Services,38,2012,3,Copley
Living Wellness Partners,buddhateas.com,California,300000.0,284,Food & Beverage,33,2013,1,Carlsbad
Millhouse Logistics,millhouse.com,North Carolina,8000000.0,284,Logistics & Transportation,140,2009,2,Fletcher
AgAmerica Lending,agamerica.com,Florida,2900000.0,284,Financial Services,55,2014,1,Lakeland
MedBridge,medbridgeeducation.com,Washington,1600000.0,284,Health,116,2011,3,Seattle
AutoSource Motors,myautosource.com,Utah,19600000.0,283,Business Products & Services,285,2003,1,Woods Cross
Fulcrum Construction Group,fulcrumgroup.com,Alabama,4800000.0,283,Construction,40,2012,3,DAPHNE
Red River,redriver.team,Wyoming,1500000.0,283,Manufacturing,71,2013,1,Gillette
BlueDog,yourbluedog.com,Florida,400000.0,283,Business Products & Services,42,2010,3,Vero Beach
Kontrol,kontrolpayables.com,Maryland,500000.0,282,Financial Services,12,2012,2,Severna Park
DockYard,http://dockyard.com,Massachusetts,1200000.0,282,Software,70,2010,1,Hingham
MidPoint Technology Group,midpointtechnologygroup.com,Maryland,1200000.0,282,IT Management,55,2014,2,Hanover
Porcaro Stolarek Mete Partners,psmpartners.com,Illinois,800000.0,282,IT Management,65,2014,1,Chicago
National Energy & Light,nelcompany.com,New Hampshire,3600000.0,282,Manufacturing,37,2013,2,Nashua
CisCom Solutions,ciscom.com,Kentucky,900000.0,281,IT Management,29,1996,2,Louisville
Biotrans,biotrans-usa.com,Massachusetts,1400000.0,281,Logistics & Transportation,130,2010,4,Brockton
JB Office,shopjboffice.com,California,300000.0,281,Business Products & Services,10,2012,2,Chatsworth
JCW Search,jcwresourcing.com,New York,600000.0,281,Human Resources,27,2011,2,New York
Star Lab Corp.,starlab.io,District of Columbia,600000.0,281,Software,20,2014,1,Washington
Expero,experoinc.com,Texas,800000.0,280,Software,40,2001,4,Houston
Endurance,endurancewarranty.com,Illinois,48600000.0,280,Consumer Products & Services,661,2006,5,Northbrook
Spiceology,http://spiceology.com,Washington,300000.0,279,Food & Beverage,49,2013,1,Spokane
Chewse,chewse.com,California,1400000.0,279,Food & Beverage,250,2011,1,San Francisco
Apex Appraisal Service,apexone.com,California,3000000.0,279,Real Estate,71,2009,2,Roseville
Boomset,boomset.com,New York,400000.0,279,Software,32,2011,1,New York
ShipSound,shipsound.com,Delaware,400000.0,279,Retail,7,2006,2,Wilmington
Infinite Leap,infiniteleap.net,North Dakota,600000.0,278,IT Management,31,2011,1,Fargo
Douglas Realty,godouglasrealty.com,Maryland,1200000.0,278,Real Estate,400,2008,4,Pasadena
B3 Medical,b3medical.com,Florida,600000.0,278,Health,45,2015,1,Lutz
Self-Publishing School,self-publishingschool.com,California,400000.0,277,Education,17,2014,2,Venice
Torrent Consulting,torrentconsulting.com,North Carolina,1000000.0,277,Business Products & Services,81,2012,4,Charlotte
Atlas MedStaff,atlasmedstaff.com,Nebraska,8800000.0,277,Health,750,2012,4,Omaha
JB Software and Consulting,jbsac.com,Texas,500000.0,277,Business Products & Services,60,2004,1,Allen
Atredis Partners,atredis.com,Missouri,600000.0,277,IT Management,27,2013,2,Saint Louis
2A Consulting,2a.consulting,Washington,600000.0,277,Advertising & Marketing,36,2010,3,Seattle
Flux7,flux7.com,Texas,500000.0,277,IT System Development,59,2013,2,Austin
Famous Toastery,ownatoastery.com,North Carolina,3400000.0,277,Food & Beverage,1190,2005,2,Davidson
Vac2Go,vac2go.com,Kentucky,1200000.0,276,Business Products & Services,20,2012,3,LaGrange
ITA International,http://ita-intl.com,Virginia,6200000.0,276,Government Services,352,2000,7,YORKTOWN
Raw Sugar Living,rawsugarliving.com,California,2600000.0,276,Consumer Products & Services,15,2014,1,Sherman Oaks
Devbridge,devbridge.com,Illinois,3900000.0,276,Software,433,2008,7,Chicago
AML RightSource,http://amlrightsource.com,Ohio,5300000.0,276,Financial Services,500,2004,1,Cleveland
Rozalado,rozaladocleaning.com,Illinois,400000.0,276,Business Products & Services,250,2012,1,Chicago
Hayes Healthcare,hayeslocums.com,Florida,12000000.0,275,Health,199,2012,2,Ft. Lauderdale
Grant Enterprises,onlinesellingexperiment.com,Minnesota,700000.0,275,Retail,10,2013,2,Minneapolis
Disruptive Advertising,disruptiveadvertising.com,Utah,1500000.0,275,Advertising & Marketing,120,2013,3,Lindon
Proforma Angelini + Diamond Solutions,ads.proforma.com,Texas,300000.0,275,Business Products & Services,4,2015,2,Cypress
Softeq Development,softeq.com,Texas,1400000.0,275,Software,285,1997,2,Houston
Dream Finders Homes,dreamfindershomes.com,Florida,52400000.0,275,Construction,280,2008,9,Jacksonville
ProEquity Asset Management,proequityam.com,California,600000.0,275,Real Estate,33,2011,2,El Dorado Hills
Rise Brands,risebrands.com,Ohio,2200000.0,275,Advertising & Marketing,219,2013,2,Columbus
iDealFurniture/KozyFurniture,idealfurniture.info,Nevada,300000.0,274,Retail,1,1982,2,Las Vegas
GenerX Generators,fixmygen.com,Florida,1700000.0,274,Consumer Products & Services,54,2005,1,Oldsmar
Team SI,teamsi.com,Arkansas,2200000.0,274,Advertising & Marketing,75,2010,3,Little Rock
Picardie Timber Frame,http://thebuildingarts.com,Louisiana,300000.0,273,Construction,23,2009,1,New Orleans
Tarmac,tarmac.io,Minnesota,800000.0,273,Software,102,2012,4,Shoreview
WhirlWind Technologies,wwindtech.com,Maryland,1100000.0,273,IT Management,45,2009,1,Largo
Geo Owl,geoowl.com,North Carolina,800000.0,273,Government Services,72,2013,1,Wilmington
Flexisales,flexisales.com,Nevada,400000.0,273,Advertising & Marketing,1,2011,2,Las Vegas
Bleacher Restorators of Colorado,brocllc.com,Colorado,300000.0,273,Construction,15,1982,1,Littleton
Black Tie Moving,blacktiemoving.com,Tennessee,1100000.0,272,Logistics & Transportation,286,2013,3,Nashville
Maven Wave,mavenwave.com,Illinois,9000000.0,272,Business Products & Services,167,2008,3,Chicago
Mountain State Software Solutions,ms3-inc.com,West Virginia,900000.0,272,IT System Development,51,2009,3,Ranson
Gateway Multifamily,gatewaymultifamily.com,Illinois,300000.0,272,Real Estate,5,2013,2,O'Fallon
Venture REI,venturerei.com,Arizona,900000.0,272,Real Estate,150,2009,2,Scottsdale
AutoPets,litter-robot.com,Michigan,2800000.0,272,Consumer Products & Services,77,2000,3,Auburn Hills
Flocknote,flocknote.com,Texas,200000.0,272,Software,13,2008,1,Spring
Lowers Risk Group,lowersriskgroup.com,Virginia,12000000.0,272,Business Products & Services,494,2011,6,Purcellville
Escapology,escapology.com,Florida,400000.0,271,Travel & Hospitality,50,2014,1,Orlando
Aero Accessories,aeroaccessories.us,Florida,3100000.0,271,Manufacturing,98,2007,1,MIRAMAR
Magnolia Innovation,magnoliainnovation.com,New Jersey,700000.0,270,Business Products & Services,21,2013,2,HOBOKEN
National Design Build Services,nationaldbs.com,Missouri,3900000.0,270,Engineering,59,2007,1,St. Louis
TekCom Resources,tekcomresources.com,Pennsylvania,900000.0,270,Telecommunications,13,2005,1,King of Prussia
Rx Savings Solutions,rxsavingssolutions.com,Kansas,1000000.0,270,Software,100,2012,2,Overland Park
AG Consulting Partners,agconsultingpartners.com,Washington,600000.0,270,Business Products & Services,42,2009,1,Redmond
Eck Services,eckelectric.com,Kansas,600000.0,269,Construction,31,2004,1,Kingman
Legacy Service,legacyusa.com,Pennsylvania,3800000.0,269,Construction,50,2005,2,Southampton
Strong Together Fitness,strongtogetherfitness.com,New Jersey,300000.0,269,Consumer Products & Services,39,2006,1,Hackettstown
Moxie Solar,moxiesolar.com,Iowa,1000000.0,269,Energy,80,2008,3,North Liberty
Veyo,veyo.com,California,18300000.0,269,Health,512,2015,1,San Diego
World Insurance Associates,worldins.net,New Jersey,3000000.0,269,Insurance,195,2011,2,Tinton Falls
Saviynt,saviynt.com,California,3300000.0,269,Software,300,2010,1,El Segundo
Wana Brands,wanabrands.com,Colorado,1800000.0,269,Food & Beverage,78,2010,2,Boulder
Cookie Cutters Haircuts for Kids,haircutsarefun.com,Utah,300000.0,269,Consumer Products & Services,102,1994,3,Salt Lake City
WaveFly Powered by JMF Solutions,wavefly.com,Alabama,800000.0,269,Telecommunications,40,2005,4,Daphne
n2grate,n2grate.com,Maryland,16100000.0,269,Government Services,44,2010,4,Greenbelt
FullContact,fullcontact.com,Colorado,1800000.0,269,Business Products & Services,168,2010,2,Denver
Thycotic,thycotic.com,District of Columbia,4700000.0,269,Software,300,1996,7,"Washington, D.C."
Spring Dental,thespringdental.com,Oklahoma,2200000.0,269,Health,290,2014,1,Jenks
HealthCaps,healthcaps.net,Florida,500000.0,268,Health,10,2013,2,Miami Lakes
B.O.S.S. Retirement Solutions,bossretirement.com,Utah,900000.0,268,Financial Services,32,2008,4,Lehi
Teamson Design Corp.,teamson.com,New York,1600000.0,268,Consumer Products & Services,60,1997,1,bay shore
Total Server Solutions,totalserversolutions.com,Georgia,2800000.0,267,IT Management,94,2005,3,Atlanta
The Mix Group,http://themixgroup.com,Florida,800000.0,267,Media,29,2003,3,Weston
Mpact Strategic Consulting,http://mpact-consulting.com,Texas,800000.0,267,Business Products & Services,39,2007,2,Houston
ERP Maestro,erpmaestro.com,Florida,200000.0,267,Software,33,2013,2,Plantation
Magnolia Boutique,magnoliaboutique.com,Indiana,600000.0,267,Retail,14,2013,2,Franklin
LandSouth Construction,landsouth.com,Florida,28800000.0,267,Construction,108,1998,3,Jacksonville
The Vested Group,thevested.com,Texas,1100000.0,267,Business Products & Services,56,2011,3,Plano
Cortina Solutions,cortinasolutions.com,Alabama,300000.0,267,Government Services,23,2012,1,Huntsville
Lafayette Metal & Glass Company,lmgny.com,New York,4000000.0,267,Construction,111,1899,1,Hauppauge
Ops Tech Alliance,ops-tech-alliance.com,Maryland,400000.0,266,Security,40,2012,2,Bowie
TIME Systems,timesystemsllc.com,Virginia,300000.0,266,Government Services,48,2005,3,Dumfries
Lighter Capital,lightercapital.com,Washington,1600000.0,266,Financial Services,56,2012,4,Seattle
Intuitive Web Solutions,britecore.com,Missouri,1400000.0,266,Software,220,2004,3,Springfield
Ardent Eagle Solutions,ardenteaglesolutions.com,Florida,1200000.0,266,Government Services,117,2012,4,Tampa
Boutique Recruiting,boutiquerecruiting.com,California,300000.0,266,Human Resources,50,2014,1,San Diego
PerkSpot,perkspot.com,Illinois,1600000.0,265,Human Resources,44,2006,1,Chicago
WamBam Fence,wambamfence.com/zippity-outdoor.com,North Carolina,700000.0,265,Consumer Products & Services,15,2009,1,Charlotte
